0;0;0.031139835;0.007936508;0.002911208;0;0;0
0;1;0.051703878;0.003968254;0;0;0.008;0
0;2;0;0.015376984;0.005822416;0.002272727;0;0
0;3;0;0;0.002911208;0;0;0
0;4;0;0;0;0.004545455;0;0
0;5;0;0;0;0;0;0
0;6;0;0;0;0;0;0
1;0;0.802585194;0.043650794;0.005822416;0.004545455;0.008;0
1;1;0.114571093;0.049603175;0.010189229;0;0.008;0
1;2;0;0.013888889;0.014556041;0;0;0.025641026
1;3;0;0;0.004366812;0.004545455;0.008;0
1;4;0;0;0;0;0;0
1;5;0;0;0;0;0;0
1;6;0;0;0;0;0;0
2;0;0;0.719742063;0.093158661;0.006818182;0.008;0
2;1;0;0.10515873;0.116448326;0.015909091;0.008;0
2;2;0;0.040674603;0.018922853;0.043181818;0.008;0
2;3;0;0;0.004366812;0;0.016;0
2;4;0;0;0;0.002272727;0;0
2;5;0;0;0;0;0;0
2;6;0;0;0;0;0;0
3;0;0;0;0.556040757;0.063636364;0.032;0
3;1;0;0;0.123726346;0.111363636;0.04;0.025641026
3;2;0;0;0.03202329;0.029545455;0.016;0
3;3;0;0;0.008733624;0.018181818;0.008;0
3;4;0;0;0;0;0;0.025641026
3;5;0;0;0;0;0;0
3;6;0;0;0;0;0;0
4;0;0;0;0;0.522727273;0.072;0.025641026
4;1;0;0;0;0.131818182;0.104;0.076923077
4;2;0;0;0;0.025;0.032;0.051282051
4;3;0;0;0;0.013636364;0;0.025641026
4;4;0;0;0;0;0.016;0
4;5;0;0;0;0;0;0
4;6;0;0;0;0;0;0
5;0;0;0;0;0;0.408;0.102564103
5;1;0;0;0;0;0.104;0.102564103
5;2;0;0;0;0;0.088;0
5;3;0;0;0;0;0;0.025641026
5;4;0;0;0;0;0;0.025641026
5;5;0;0;0;0;0.008;0
5;6;0;0;0;0;0;0
6;0;0;0;0;0;0;0.333333333
6;1;0;0;0;0;0;0.051282051
6;2;0;0;0;0;0;0.051282051
6;3;0;0;0;0;0;0.025641026
6;4;0;0;0;0;0;0
6;5;0;0;0;0;0;0.025641026
6;6;0;0;0;0;0;0
