1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;2;0;0.25;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;0;0;0;0;0.14286;0.85714;0;0;0;0;0;0;0;0;0;0
1;1;2;0;0;0.1;0;0;0;0.6;0;0;0.1;0.2;0;0;0;0;0
1;1;3;0;0;0;0;0;0;0;0.66667;0;0;0;0.33333;0;0;0;0
1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1;2;1;0;0;0;0;0;0;0;0;0.0875;0.8375;0;0;0.025;0.05;0;0
1;2;2;0;0;0;0;0;0;0;0;0;0.076923;0.84615;0;0.076923;0;0;0
1;2;3;0;0;0;0;0;0;0;0;0;0.33333;0;0.33333;0;0;0;0.33333
1;3;0;0;0;0;0;0;0;0;0;0;0.0026178;0;0;0.99476;0.0026178;0;0
1;3;1;0;0;0;0;0;0;0;0;0;0;0.011765;0;0.25882;0.72941;0;0
1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0.090909;0.27273;0.63636;0
1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66667;0.33333
2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2;1;2;0;0;0;0;0;0.16667;0.83333;0;0;0;0;0;0;0;0;0
2;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2;2;1;0;0;0;0;0;0;0;0;0.028169;0.95775;0;0;0.014085;0;0;0
2;2;2;0;0;0;0;0;0;0;0;0;0.071429;0.85714;0;0;0;0.071429;0
2;2;3;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0
2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2;3;1;0;0;0;0;0;0;0;0;0;0.013699;0;0;0.19178;0.79452;0;0
2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33333;0.66667;0
2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3;0;0;0.5;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
