1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;0;0.8;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0
1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;0;0;0;0;0.2;0.8;0;0;0;0;0;0;0;0;0;0
1;1;2;0;0;0;0;0;0.14286;0.80952;0;0;0;0.047619;0;0;0;0;0
1;1;3;0;0;0;0;0;0;0.375;0.5;0;0;0;0.125;0;0;0;0
1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1;2;1;0;0;0;0;0;0;0;0;0.085106;0.84043;0;0;0;0.06383;0.010638;0
1;2;2;0;0;0;0;0;0;0;0;0.0625;0.25;0.625;0;0;0;0.0625;0
1;2;3;0;0;0;0;0;0;0;0;0;0;0.16667;0.66667;0;0;0.16667;0
1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99677;0.0032258;0;0
1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0.25806;0.74194;0;0
1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0.026316;0.21053;0.76316;0
1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18182;0.81818
2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;1;0.25;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;2;0;0.14286;0.85714;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;3;0;0.14286;0;0.57143;0;0;0.14286;0.14286;0;0;0;0;0;0;0;0
2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2;1;1;0;0;0;0;0;0.83333;0;0;0.083333;0.083333;0;0;0;0;0;0
2;1;2;0;0;0;0;0;0.2;0.6;0;0;0;0.1;0;0;0;0.1;0
2;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2;2;1;0;0;0;0;0;0;0;0;0.060241;0.90361;0;0;0.012048;0.024096;0;0
2;2;2;0;0;0;0;0;0;0;0;0;0.076923;0.84615;0;0;0;0.076923;0
2;2;3;0;0;0;0;0;0;0;0;0;0.11111;0.11111;0.44444;0;0;0.11111;0.22222
2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99701;0.002994;0;0
2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0.16667;0.83333;0;0
2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0.22857;0.085714;0.65714;0.028571
2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11111;0;0.88889
3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;1;0;0.8;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
3;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3;1;1;0;0;0;0;0.071429;0.78571;0;0;0;0.14286;0;0;0;0;0;0
3;1;2;0;0;0;0;0;0;0.92308;0;0;0;0.076923;0;0;0;0;0
3;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3;2;1;0;0;0;0;0;0;0;0;0.025641;0.88462;0.012821;0;0.025641;0.051282;0;0
