1;0;0;0.95455;0;0;0.045455;0;0;0;0;0
1;0;1;0.21739;0.65217;0;0.043478;0.086957;0;0;0;0
1;0;2;0.010989;0.010989;0.83516;0;0.021978;0.043956;0;0.010989;0.065934
1;1;0;0;0;0;0.98718;0.012821;0;0;0;0
1;1;1;0;0;0;0.038095;0.85714;0;0.019048;0.085714;0
1;1;2;0;0;0.022222;0;0.2;0.68889;0;0;0.088889
1;2;0;0;0;0;0;0;0;0.99618;0.0038226;0
1;2;1;0;0;0;0;0;0;0.21586;0.78414;0
1;2;2;0;0;0;0;0;0;0.14414;0.18919;0.66667
2;0;0;1;0;0;0;0;0;0;0;0
2;0;1;0;0.9375;0;0;0.0625;0;0;0;0
2;0;2;0;0.064935;0.84416;0;0.038961;0.038961;0;0;0.012987
2;1;0;0;0;0;1;0;0;0;0;0
2;1;1;0;0;0;0.0096154;0.93269;0.0096154;0.0096154;0.038462;0
2;1;2;0;0;0;0.028571;0.22857;0.62857;0.028571;0.057143;0.028571
2;2;0;0;0;0;0;0;0;0.99562;0.0043796;0
2;2;1;0;0;0;0;0.0046729;0;0.32243;0.6729;0
2;2;2;0;0;0;0;0;0;0.047619;0.2381;0.71429
3;0;0;1;0;0;0;0;0;0;0;0
3;0;1;0.1;0.75;0.05;0.05;0.05;0;0;0;0
3;0;2;0.030769;0;0.84615;0.015385;0.015385;0.015385;0;0;0.076923
3;1;0;0;0;0;0.96471;0.035294;0;0;0;0
3;1;1;0;0;0;0.063636;0.91818;0;0.0090909;0.0090909;0
3;1;2;0;0;0;0;0.23077;0.61538;0;0.038462;0.11538
3;2;0;0;0;0;0;0;0;0.99722;0.0027797;0
3;2;1;0;0;0;0;0;0;0.27273;0.72727;0
3;2;2;0;0;0;0;0;0;0.080645;0.14516;0.77419
4;0;0;1;0;0;0;0;0;0;0;0
4;0;1;0.066667;0.8;0;0.13333;0;0;0;0;0
4;0;2;0;0;0.98214;0;0;0.017857;0;0;0
4;1;0;0;0;0;0.98901;0.010989;0;0;0;0
4;1;1;0;0;0;0.035714;0.92857;0;0;0.035714;0
4;1;2;0;0;0.058824;0;0.23529;0.52941;0;0;0.17647
4;2;0;0;0;0;0;0;0;0.99597;0.0040296;0
4;2;1;0;0;0;0;0;0;0.13287;0.86713;0
4;2;2;0;0;0;0;0;0;0.089286;0.10714;0.80357
5;0;0;1;0;0;0;0;0;0;0;0
5;0;1;0.083333;0.91667;0;0;0;0;0;0;0
5;0;2;0.017857;0.017857;0.85714;0;0.017857;0.017857;0;0;0.071429
5;1;0;0;0;0;0.98958;0.010417;0;0;0;0
5;1;1;0;0;0;0.045872;0.94495;0;0;0.0091743;0
5;1;2;0;0;0;0;0.1;0.9;0;0;0
5;2;0;0;0;0;0;0;0;0.99536;0.004645;0
5;2;1;0;0;0;0;0;0;0.20714;0.79286;0
5;2;2;0;0;0;0;0;0;0;0.125;0.875
6;0;0;1;0;0;0;0;0;0;0;0
6;0;1;0.083333;0.83333;0;0;0.083333;0;0;0;0
6;0;2;0.020833;0.020833;0.83333;0.041667;0.041667;0.041667;0;0;0
6;1;0;0;0;0;0.99;0;0;0.01;0;0
6;1;1;0;0;0;0.11321;0.78302;0;0.037736;0.066038;0
6;1;2;0;0;0;0.1;0.3;0.4;0;0.1;0.1
6;2;0;0;0;0;0;0.00065402;0;0.99084;0.0085023;0
6;2;1;0;0;0;0;0;0;0.48;0.504;0.016
6;2;2;0;0;0;0;0;0;0.28261;0.19565;0.52174
7;0;0;1;0;0;0;0;0;0;0;0
7;0;1;0.090909;0.90909;0;0;0;0;0;0;0
7;0;2;0.025;0.05;0.8;0.075;0;0.05;0;0;0
7;1;0;0;0;0;0.99123;0.0087719;0;0;0;0
7;1;1;0;0;0;0.055556;0.9;0;0.011111;0.033333;0
7;1;2;0;0;0;0;0.33333;0.5;0;0;0.16667
7;2;0;0;0;0;0;0;0;0.99937;0.00062775;0
7;2;1;0;0;0;0;0;0;0.22581;0.77419;0
7;2;2;0;0;0;0;0;0;0.11111;0.11111;0.77778
8;0;0;1;0;0;0;0;0;0;0;0
8;0;1;0;0.75;0;0.25;0;0;0;0;0
8;0;2;0;0.03125;0.71875;0.03125;0.03125;0.09375;0.0625;0;0.03125
8;1;0;0;0;0;1;0;0;0;0;0
8;1;1;0;0;0;0.047619;0.92857;0;0;0.02381;0
8;1;2;0;0;0;0;0.6;0.4;0;0;0
8;2;0;0;0;0;0;0;0;0.99753;0.0024737;0
8;2;1;0;0;0;0;0;0;0.20253;0.79747;0
8;2;2;0;0;0;0;0;0;0.045455;0.045455;0.90909
9;0;0;1;0;0;0;0;0;0;0;0
9;0;1;0.1;0.9;0;0;0;0;0;0;0
9;0;2;0;0.043478;0.86957;0;0;0.086957;0;0;0
9;1;0;0;0;0;0.99225;0.0077519;0;0;0;0
9;1;1;0;0;0;0.073171;0.89024;0;0;0.036585;0
9;1;2;0;0;0;0;0.2;0.6;0;0;0.2
